,freq_total,nodes,edges,pedge00,pedge11,pnode,total_states
0,0,10,11.0,11.0,0.0,10,1024
1,0,10,11.0,8.0,0.0,6,1024
2,0,10,11.0,9.0,0.0,7,1024
3,0,10,11.0,7.0,1.0,6,1024
4,0,10,11.0,10.0,0.0,8,1024
5,0,10,11.0,7.0,0.0,4,1024
6,0,10,11.0,8.0,0.0,5,1024
7,0,10,11.0,6.0,1.0,4,1024
8,0,10,11.0,8.0,0.0,6,1024
9,0,10,11.0,6.0,1.0,5,1024
10,0,10,11.0,7.0,1.0,6,1024
11,0,10,11.0,6.0,3.0,5,1024
12,0,10,11.0,7.0,0.0,4,1024
13,0,10,11.0,5.0,1.0,3,1024
14,0,10,11.0,6.0,1.0,4,1024
15,0,10,11.0,5.0,3.0,3,1024
16,0,10,11.0,10.0,0.0,8,1024
17,0,10,11.0,8.0,1.0,6,1024
18,0,10,11.0,8.0,0.0,6,1024
19,0,10,11.0,7.0,2.0,6,1024
20,0,10,11.0,9.0,0.0,6,1024
21,0,10,11.0,7.0,1.0,4,1024
22,0,10,11.0,7.0,0.0,4,1024
23,0,10,11.0,6.0,2.0,4,1024
24,0,10,11.0,7.0,0.0,5,1024
25,0,10,11.0,6.0,2.0,5,1024
26,0,10,11.0,6.0,1.0,5,1024
27,0,10,11.0,6.0,4.0,5,1024
28,0,10,11.0,6.0,0.0,3,1024
29,0,10,11.0,5.0,2.0,3,1024
30,0,10,11.0,5.0,1.0,3,1024
31,0,10,11.0,5.0,4.0,3,1024
32,0,10,11.0,9.0,0.0,7,1024
33,0,10,11.0,6.0,0.0,3,1024
34,0,10,11.0,7.0,0.0,4,1024
35,0,10,11.0,5.0,1.0,3,1024
36,0,10,11.0,9.0,1.0,7,1024
37,0,10,11.0,6.0,1.0,3,1024
38,0,10,11.0,7.0,1.0,4,1024
39,0,10,11.0,5.0,2.0,3,1024
40,0,10,11.0,6.0,0.0,3,1024
41,0,10,11.0,4.0,1.0,2,1024
42,0,10,11.0,5.0,1.0,3,1024
43,0,10,11.0,4.0,3.0,2,1024
44,0,10,11.0,6.0,1.0,3,1024
45,0,10,11.0,4.0,2.0,2,1024
46,0,10,11.0,5.0,2.0,3,1024
47,0,10,11.0,4.0,4.0,2,1024
