,freq_total,nodes,edges,pedge00,pedge11,pnode,total_states
270,949,4,4.0,0.0,1.0,0,16.0
271,62,4,4.0,0.0,4.0,0,16.0
272,0,4,3.0,3.0,0.0,4,16.0
273,123,4,3.0,1.0,0.0,1,16.0
274,3,4,3.0,2.0,0.0,2,16.0
275,7,4,3.0,1.0,1.0,1,16.0
276,5,4,3.0,2.0,0.0,2,16.0
277,3883,4,3.0,0.0,0.0,0,16.0
278,615,4,3.0,1.0,0.0,0,16.0
279,429,4,3.0,0.0,1.0,0,16.0
280,131,4,3.0,1.0,0.0,1,16.0
281,213,4,3.0,0.0,1.0,0,16.0
282,3822,4,3.0,0.0,0.0,0,16.0
283,118,4,3.0,0.0,2.0,0,16.0
284,9,4,3.0,1.0,1.0,1,16.0
285,129,4,3.0,0.0,2.0,0,16.0
286,441,4,3.0,0.0,1.0,0,16.0
287,63,4,3.0,0.0,3.0,0,16.0
288,0,4,4.0,4.0,0.0,4,16.0
289,57,4,4.0,2.0,0.0,1,16.0
290,48,4,4.0,2.0,0.0,1,16.0
291,75,4,4.0,1.0,1.0,0,16.0
292,46,4,4.0,2.0,0.0,1,16.0
293,73,4,4.0,1.0,1.0,0,16.0
294,4527,4,4.0,0.0,0.0,0,16.0
295,119,4,4.0,0.0,2.0,0,16.0
296,53,4,4.0,2.0,0.0,1,16.0
297,4466,4,4.0,0.0,0.0,0,16.0
298,65,4,4.0,1.0,1.0,0,16.0
299,122,4,4.0,0.0,2.0,0,16.0
300,75,4,4.0,1.0,1.0,0,16.0
301,117,4,4.0,0.0,2.0,0,16.0
302,118,4,4.0,0.0,2.0,0,16.0
303,32,4,4.0,0.0,4.0,0,16.0
304,0,4,3.0,3.0,0.0,4,16.0
305,7,4,3.0,2.0,0.0,2,16.0
306,124,4,3.0,1.0,0.0,1,16.0
307,7,4,3.0,1.0,1.0,1,16.0
308,7,4,3.0,2.0,0.0,2,16.0
309,639,4,3.0,1.0,0.0,0,16.0
310,3884,4,3.0,0.0,0.0,0,16.0
311,410,4,3.0,0.0,1.0,0,16.0
312,140,4,3.0,1.0,0.0,1,16.0
313,3785,4,3.0,0.0,0.0,0,16.0
314,212,4,3.0,0.0,1.0,0,16.0
315,122,4,3.0,0.0,2.0,0,16.0
316,9,4,3.0,1.0,1.0,1,16.0
317,448,4,3.0,0.0,1.0,0,16.0
318,137,4,3.0,0.0,2.0,0,16.0
319,60,4,3.0,0.0,3.0,0,16.0
320,0,4,3.0,3.0,0.0,4,16.0
321,136,4,3.0,1.0,0.0,1,16.0
322,1,4,3.0,2.0,0.0,2,16.0
323,11,4,3.0,1.0,1.0,1,16.0
324,138,4,3.0,1.0,0.0,1,16.0
325,196,4,3.0,0.0,1.0,0,16.0
326,3899,4,3.0,0.0,0.0,0,16.0
