,A,B,C,D,E,F,freq1,freq2,freq3,freq4,freq5,freq6,freq7,freq8,freq9,freq10,AB,BC,CD,DE,EF,FA,AC,BD,CE,DF,EA,FB,AD,BE,CF,pedge00,pedge11,pnode,hnodes,lnodes,Unnamed: 0,freq_total,EC,FD
0,0,1,1,1,1,1,0.0,2.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0,1,0,0,1,0,0,1,0,1.0,0.0,1,1,0,1,1,0.0,5.0,0.0,5.0,1.0,,,,
1,1,0,1,1,1,1,0.0,8.0,9.0,3.0,1.0,3.0,0.0,0.0,0.0,4.0,1,0,0,1,0,0,1,0,1.0,0.0,1,1,0,1,1,0.0,5.0,0.0,5.0,1.0,,,,
2,1,1,0,1,1,1,2.0,16.0,21.0,10.0,1.0,0.0,0.0,1.0,1.0,11.0,1,0,0,1,0,0,1,0,1.0,0.0,1,1,0,1,1,0.0,5.0,0.0,5.0,1.0,,,,
3,1,1,1,0,1,1,0.0,8.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0,0,1,0,0,1,0,1.0,0.0,1,1,0,1,1,0.0,7.0,0.0,5.0,1.0,,,,
4,1,1,1,1,0,1,3.0,35.0,63.0,27.0,5.0,4.0,0.0,0.0,0.0,8.0,1,0,0,1,0,0,1,0,1.0,0.0,1,1,0,1,1,0.0,4.0,0.0,5.0,1.0,,,,
5,1,1,1,1,1,0,1.0,9.0,23.0,13.0,0.0,1.0,0.0,0.0,2.0,7.0,1,0,0,1,0,0,1,0,1.0,0.0,1,1,0,1,1,0.0,6.0,0.0,5.0,1.0,,,,
6,1,1,1,1,0,0,33.0,201.0,312.0,177.0,35.0,11.0,0.0,6.0,3.0,38.0,1,0,0,1,0,0,1,0,1.0,0.0,1,1,0,1,1,0.0,2.0,0.0,4.0,2.0,,,,
7,1,1,1,0,1,0,1.0,11.0,9.0,5.0,1.0,3.0,1.0,0.0,0.0,5.0,1,0,0,1,0,0,1,0,1.0,0.0,1,1,0,1,1,0.0,5.0,0.0,4.0,2.0,,,,
8,1,1,1,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,1.0,0.0,1,1,0,1,1,1.0,4.0,1.0,4.0,2.0,,,,
9,1,1,0,1,1,0,0.0,1.0,7.0,4.0,0.0,3.0,0.0,0.0,0.0,4.0,1,0,0,1,0,0,1,0,1.0,0.0,1,1,0,1,1,1.0,4.0,0.0,4.0,2.0,,,,
10,1,1,0,1,0,1,7.0,54.0,83.0,36.0,11.0,3.0,0.0,0.0,1.0,14.0,1,0,0,1,0,0,1,0,1.0,0.0,1,1,0,1,1,1.0,2.0,0.0,4.0,2.0,,,,
11,1,1,0,0,1,1,7.0,22.0,30.0,5.0,3.0,0.0,0.0,0.0,4.0,6.0,1,0,0,1,0,0,1,0,1.0,0.0,1,1,0,1,1,0.0,4.0,0.0,4.0,2.0,,,,
12,1,0,1,1,1,0,0.0,5.0,3.0,6.0,0.0,1.0,5.0,2.0,0.0,2.0,1,0,0,1,0,0,1,0,1.0,0.0,1,1,0,1,1,1.0,4.0,0.0,4.0,2.0,,,,
13,1,0,1,1,0,1,6.0,49.0,71.0,35.0,12.0,3.0,4.0,0.0,5.0,10.0,1,0,0,1,0,0,1,0,1.0,0.0,1,1,0,1,1,1.0,2.0,0.0,4.0,2.0,,,,
14,1,0,1,0,1,1,2.0,26.0,12.0,9.0,3.0,2.0,2.0,0.0,0.0,16.0,1,0,0,1,0,0,1,0,1.0,0.0,1,1,0,1,1,0.0,4.0,0.0,4.0,2.0,,,,
15,1,0,0,1,1,1,67.0,407.0,446.0,103.0,19.0,6.0,3.0,4.0,9.0,59.0,1,0,0,1,0,0,1,0,1.0,0.0,1,1,0,1,1,0.0,2.0,0.0,4.0,2.0,,,,
16,0,1,1,1,1,0,13.0,101.0,57.0,26.0,5.0,0.0,6.0,2.0,0.0,21.0,1,0,0,1,0,0,1,0,1.0,0.0,1,1,0,1,1,0.0,3.0,0.0,4.0,2.0,,,,
17,0,1,1,1,0,1,2.0,20.0,22.0,12.0,2.0,0.0,0.0,0.0,7.0,3.0,1,0,0,1,0,0,1,0,1.0,0.0,1,1,0,1,1,1.0,2.0,0.0,4.0,2.0,,,,
18,0,1,1,0,1,1,5.0,51.0,50.0,9.0,4.0,2.0,1.0,0.0,0.0,1.0,1,0,0,1,0,0,1,0,1.0,0.0,1,1,0,1,1,0.0,4.0,0.0,4.0,2.0,,,,
19,0,1,0,1,1,1,0.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,1,0,0,1,0,0,1,0,1.0,0.0,1,1,0,1,1,1.0,3.0,0.0,4.0,2.0,,,,
20,0,0,1,1,1,1,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,1,0,0,1,0,1.0,0.0,1,1,0,1,1,1.0,3.0,0.0,4.0,2.0,,,,
21,1,1,1,0,0,0,0.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,1,0,0,1,0,0,1,0,1.0,0.0,1,1,0,1,1,1.0,2.0,1.0,3.0,3.0,,,,
22,1,1,0,1,0,0,0.0,18.0,51.0,31.0,8.0,1.0,1.0,0.0,0.0,18.0,1,0,0,1,0,0,1,0,1.0,0.0,1,1,0,1,1,2.0,1.0,0.0,3.0,3.0,,,,
23,1,1,0,0,1,0,1.0,4.0,16.0,10.0,2.0,1.0,0.0,0.0,0.0,8.0,1,0,0,1,0,0,1,0,1.0,0.0,1,1,0,1,1,1.0,3.0,0.0,3.0,3.0,,,,
24,1,1,0,0,0,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,1.0,0.0,1,1,0,1,1,2.0,2.0,1.0,3.0,3.0,,,,
25,1,0,1,1,0,0,3.0,14.0,43.0,34.0,11.0,2.0,0.0,4.0,1.0,16.0,1,0,0,1,0,0,1,0,1.0,0.0,1,1,0,1,1,2.0,1.0,0.0,3.0,3.0,,,,
26,1,0,1,0,1,0,0.0,4.0,8.0,7.0,6.0,2.0,3.0,0.0,0.0,11.0,1,0,0,1,0,0,1,0,1.0,0.0,1,1,0,1,1,1.0,3.0,0.0,3.0,3.0,,,,
27,1,0,1,0,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1,0,0,1,0,0,1,0,1.0,0.0,1,1,0,1,1,2.0,2.0,1.0,3.0,3.0,,,,
28,1,0,0,1,1,0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,1,0,0,1,0,1.0,0.0,1,1,0,1,1,2.0,2.0,1.0,3.0,3.0,,,,
29,1,0,0,1,0,1,97.0,932.0,1413.0,439.0,74.0,21.0,4.0,4.0,4.0,34.0,1,0,0,1,0,0,1,0,1.0,0.0,1,1,0,1,1,2.0,0.0,0.0,3.0,3.0,,,,
30,1,0,0,0,1,1,564.0,2341.0,2078.0,621.0,92.0,34.0,15.0,6.0,4.0,190.0,1,0,0,1,0,0,1,0,1.0,0.0,1,1,0,1,1,0.0,1.0,0.0,3.0,3.0,,,,
31,0,1,1,1,0,0,700.0,3681.0,2639.0,667.0,101.0,24.0,12.0,9.0,8.0,117.0,1,0,0,1,0,0,1,0,1.0,0.0,1,1,0,1,1,1.0,0.0,0.0,3.0,3.0,,,,
32,0,1,1,0,1,0,23.0,242.0,336.0,172.0,44.0,5.0,1.0,0.0,0.0,44.0,1,0,0,1,0,0,1,0,1.0,0.0,1,1,0,1,1,0.0,2.0,0.0,3.0,3.0,,,,
33,0,1,1,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,1.0,0.0,1,1,0,1,1,2.0,2.0,1.0,3.0,3.0,,,,
34,0,1,0,1,1,0,0.0,4.0,5.0,2.0,1.0,0.0,0.0,0.0,7.0,1.0,1,0,0,1,0,0,1,0,1.0,0.0,1,1,0,1,1,2.0,2.0,0.0,3.0,3.0,,,,
35,0,1,0,1,0,1,0.0,2.0,7.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,1,0,0,1,0,1.0,0.0,1,1,0,1,1,3.0,1.0,0.0,3.0,3.0,,,,
36,0,1,0,0,1,1,6.0,54.0,58.0,19.0,5.0,1.0,0.0,0.0,9.0,8.0,1,0,0,1,0,0,1,0,1.0,0.0,1,1,0,1,1,1.0,2.0,0.0,3.0,3.0,,,,
37,0,0,1,1,1,0,0.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,1,0,0,1,0,0,1,0,1.0,0.0,1,1,0,1,1,2.0,2.0,0.0,3.0,3.0,,,,
38,0,0,1,1,0,1,0.0,3.0,7.0,2.0,1.0,2.0,0.0,0.0,0.0,3.0,1,0,0,1,0,0,1,0,1.0,0.0,1,1,0,1,1,3.0,1.0,0.0,3.0,3.0,,,,
39,0,0,1,0,1,1,6.0,37.0,48.0,15.0,5.0,4.0,0.0,0.0,0.0,36.0,1,0,0,1,0,0,1,0,1.0,0.0,1,1,0,1,1,1.0,2.0,0.0,3.0,3.0,,,,
40,0,0,0,1,1,1,0.0,11.0,14.0,3.0,0.0,3.0,0.0,0.0,0.0,4.0,1,0,0,1,0,0,1,0,1.0,0.0,1,1,0,1,1,2.0,1.0,0.0,3.0,3.0,,,,
41,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,1.0,0.0,1,1,0,1,1,3.0,1.0,1.0,2.0,4.0,,,,
42,1,0,1,0,0,0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1,0,0,1,0,0,1,0,1.0,0.0,1,1,0,1,1,3.0,1.0,1.0,2.0,4.0,,,,
43,1,0,0,1,0,0,0.0,3.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,1.0,0.0,1,1,0,1,1,4.0,0.0,1.0,2.0,4.0,,,,
44,1,0,0,0,1,0,2.0,5.0,10.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,1.0,0.0,1,1,0,1,1,2.0,1.0,1.0,2.0,4.0,,,,
45,1,0,0,0,0,1,0.0,4.0,6.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,1,0,0,1,0,0,1,0,1.0,0.0,1,1,0,1,1,3.0,0.0,1.0,2.0,4.0,,,,
46,0,1,1,0,0,0,4.0,57.0,47.0,15.0,7.0,3.0,1.0,0.0,0.0,6.0,1,0,0,1,0,0,1,0,1.0,0.0,1,1,0,1,1,2.0,0.0,1.0,2.0,4.0,,,,
47,0,1,0,1,0,0,0.0,1.0,7.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1,0,0,1,0,0,1,0,1.0,0.0,1,1,0,1,1,4.0,0.0,1.0,2.0,4.0,,,,
48,0,1,0,0,1,0,4.0,30.0,53.0,38.0,8.0,3.0,0.0,0.0,0.0,14.0,1,0,0,1,0,0,1,0,1.0,0.0,1,1,0,1,1,2.0,1.0,0.0,2.0,4.0,,,,
49,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,1.0,0.0,1,1,0,1,1,4.0,1.0,1.0,2.0,4.0,,,,
50,0,0,1,1,0,0,0.0,1.0,9.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0,1,0,0,1,0,1.0,0.0,1,1,0,1,1,4.0,0.0,1.0,2.0,4.0,,,,
51,0,0,1,0,1,0,3.0,27.0,71.0,29.0,12.0,3.0,1.0,0.0,0.0,9.0,1,0,0,1,0,0,1,0,1.0,0.0,1,1,0,1,1,2.0,1.0,0.0,2.0,4.0,,,,
52,0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,1.0,0.0,1,1,0,1,1,4.0,1.0,1.0,2.0,4.0,,,,
53,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,1.0,0.0,1,1,0,1,1,4.0,1.0,1.0,2.0,4.0,,,,
54,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1,0,0,1,0,0,1,0,1.0,0.0,1,1,0,1,1,5.0,0.0,1.0,2.0,4.0,,,,
55,0,0,0,0,1,1,96.0,532.0,495.0,127.0,20.0,3.0,0.0,10.0,2.0,23.0,1,0,0,1,0,0,1,0,1.0,0.0,1,1,0,1,1,2.0,0.0,0.0,2.0,4.0,,,,
56,1,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,1.0,0.0,1,1,0,1,1,5.0,0.0,2.0,1.0,5.0,,,,
57,0,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,1.0,0.0,1,1,0,1,1,5.0,0.0,2.0,1.0,5.0,,,,
58,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,1.0,0.0,1,1,0,1,1,5.0,0.0,2.0,1.0,5.0,,,,
59,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,1.0,0.0,1,1,0,1,1,7.0,0.0,4.0,1.0,5.0,,,,
60,0,0,0,0,1,0,0.0,3.0,6.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,1.0,0.0,1,1,0,1,1,4.0,0.0,1.0,1.0,5.0,,,,
61,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,1.0,0.0,1,1,0,1,1,6.0,0.0,3.0,1.0,5.0,,,,
62,0,1,1,1,1,1,0.0,5.0,6.0,0.0,2.0,0.0,1.0,0.0,0.0,5.0,1,1,1,1,0,1,0,0,1.0,0.0,0,0,0,0,1,0.0,5.0,0.0,5.0,1.0,,,,
63,1,0,1,1,1,1,3.0,3.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,1,1,1,1,0,1,0,0,1.0,0.0,0,0,0,0,1,0.0,5.0,0.0,5.0,1.0,,,,
64,1,1,0,1,1,1,6.0,38.0,19.0,8.0,4.0,2.0,0.0,0.0,0.0,3.0,1,1,1,1,0,1,0,0,1.0,0.0,0,0,0,0,1,0.0,3.0,0.0,5.0,1.0,,,,
65,1,1,1,0,1,1,1.0,8.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0,11.0,1,1,1,1,0,1,0,0,1.0,0.0,0,0,0,0,1,0.0,5.0,0.0,5.0,1.0,,,,
66,1,1,1,1,0,1,0.0,5.0,8.0,5.0,2.0,0.0,0.0,0.0,0.0,3.0,1,1,1,1,0,1,0,0,1.0,0.0,0,0,0,0,1,0.0,5.0,0.0,5.0,1.0,,,,
67,1,1,1,1,1,0,1.0,3.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0,7.0,1,1,1,1,0,1,0,0,1.0,0.0,0,0,0,0,1,0.0,5.0,0.0,5.0,1.0,,,,
68,1,1,1,1,0,0,3.0,20.0,19.0,13.0,5.0,3.0,0.0,0.0,4.0,13.0,1,1,1,1,0,1,0,0,1.0,0.0,0,0,0,0,1,0.0,3.0,0.0,4.0,2.0,,,,
69,1,1,1,0,1,0,4.0,15.0,31.0,7.0,3.0,2.0,1.0,0.0,0.0,14.0,1,1,1,1,0,1,0,0,1.0,0.0,0,0,0,0,1,0.0,3.0,0.0,4.0,2.0,,,,
70,1,1,1,0,0,1,0.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,1,0,0,1.0,0.0,0,0,0,0,1,1.0,4.0,0.0,4.0,2.0,,,,
71,1,1,0,1,1,0,1.0,12.0,25.0,5.0,3.0,0.0,1.0,0.0,0.0,12.0,1,1,1,1,0,1,0,0,1.0,0.0,0,0,0,0,1,1.0,2.0,0.0,4.0,2.0,,,,
72,1,1,0,1,0,1,12.0,49.0,50.0,22.0,7.0,2.0,0.0,0.0,0.0,2.0,1,1,1,1,0,1,0,0,1.0,0.0,0,0,0,0,1,1.0,2.0,0.0,4.0,2.0,,,,
73,1,1,0,0,1,1,8.0,55.0,52.0,15.0,10.0,1.0,0.0,0.0,1.0,4.0,1,1,1,1,0,1,0,0,1.0,0.0,0,0,0,0,1,1.0,2.0,0.0,4.0,2.0,,,,
74,1,0,1,1,1,0,9.0,46.0,45.0,18.0,2.0,8.0,2.0,2.0,8.0,79.0,1,1,1,1,0,1,0,0,1.0,0.0,0,0,0,0,1,0.0,3.0,0.0,4.0,2.0,,,,
75,1,0,1,1,0,1,2.0,23.0,20.0,11.0,2.0,0.0,2.0,0.0,0.0,4.0,1,1,1,1,0,1,0,0,1.0,0.0,0,0,0,0,1,0.0,3.0,0.0,4.0,2.0,,,,
76,1,0,1,0,1,1,2.0,16.0,30.0,23.0,1.0,0.0,3.0,0.0,0.0,0.0,1,1,1,1,0,1,0,0,1.0,0.0,0,0,0,0,1,0.0,3.0,0.0,4.0,2.0,,,,
77,1,0,0,1,1,1,1.0,12.0,28.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,1,0,0,1.0,0.0,0,0,0,0,1,1.0,2.0,0.0,4.0,2.0,,,,
78,0,1,1,1,1,0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,1,1,1,1,0,1,0,0,1.0,0.0,0,0,0,0,1,1.0,4.0,0.0,4.0,2.0,,,,
79,0,1,1,1,0,1,0.0,28.0,32.0,13.0,1.0,1.0,6.0,0.0,0.0,5.0,1,1,1,1,0,1,0,0,1.0,0.0,0,0,0,0,1,0.0,3.0,0.0,4.0,2.0,,,,
80,0,1,1,0,1,1,5.0,30.0,17.0,7.0,2.0,0.0,3.0,0.0,2.0,9.0,1,1,1,1,0,1,0,0,1.0,0.0,0,0,0,0,1,0.0,3.0,0.0,4.0,2.0,,,,
81,0,1,0,1,1,1,149.0,926.0,573.0,127.0,38.0,10.0,2.0,4.0,0.0,58.0,1,1,1,1,0,1,0,0,1.0,0.0,0,0,0,0,1,0.0,1.0,0.0,4.0,2.0,,,,
82,0,0,1,1,1,1,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,1,0,1,0,0,1.0,0.0,0,0,0,0,1,1.0,4.0,0.0,4.0,2.0,,,,
83,1,1,1,0,0,0,2.0,39.0,27.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,1,1,1,1,0,1,0,0,1.0,0.0,0,0,0,0,1,1.0,2.0,0.0,3.0,3.0,,,,
84,1,1,0,1,0,0,3.0,21.0,42.0,15.0,19.0,2.0,0.0,0.0,3.0,7.0,1,1,1,1,0,1,0,0,1.0,0.0,0,0,0,0,1,2.0,1.0,0.0,3.0,3.0,,,,
85,1,1,0,0,1,0,1.0,15.0,46.0,20.0,15.0,2.0,1.0,7.0,0.0,1.0,1,1,1,1,0,1,0,0,1.0,0.0,0,0,0,0,1,2.0,1.0,0.0,3.0,3.0,,,,
86,1,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,1,0,0,1.0,0.0,0,0,0,0,1,3.0,2.0,2.0,3.0,3.0,,,,
87,1,0,1,1,0,0,132.0,678.0,510.0,182.0,49.0,10.0,9.0,8.0,1.0,196.0,1,1,1,1,0,1,0,0,1.0,0.0,0,0,0,0,1,0.0,1.0,0.0,3.0,3.0,,,,
88,1,0,1,0,1,0,148.0,669.0,555.0,195.0,68.0,10.0,4.0,10.0,1.0,144.0,1,1,1,1,0,1,0,0,1.0,0.0,0,0,0,0,1,0.0,1.0,0.0,3.0,3.0,,,,
89,1,0,1,0,0,1,9.0,30.0,37.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,1,0,0,1.0,0.0,0,0,0,0,1,1.0,2.0,0.0,3.0,3.0,,,,
90,1,0,0,1,1,0,2.0,19.0,40.0,16.0,17.0,2.0,1.0,0.0,0.0,24.0,1,1,1,1,0,1,0,0,1.0,0.0,0,0,0,0,1,2.0,1.0,0.0,3.0,3.0,,,,
91,1,0,0,1,0,1,5.0,20.0,41.0,21.0,15.0,3.0,0.0,0.0,0.0,0.0,1,1,1,1,0,1,0,0,1.0,0.0,0,0,0,0,1,2.0,1.0,0.0,3.0,3.0,,,,
92,1,0,0,0,1,1,0.0,21.0,40.0,19.0,16.0,4.0,4.0,0.0,0.0,0.0,1,1,1,1,0,1,0,0,1.0,0.0,0,0,0,0,1,2.0,1.0,0.0,3.0,3.0,,,,
93,0,1,1,1,0,0,1.0,6.0,14.0,7.0,1.0,1.0,1.0,1.0,0.0,3.0,1,1,1,1,0,1,0,0,1.0,0.0,0,0,0,0,1,1.0,2.0,0.0,3.0,3.0,,,,
94,0,1,1,0,1,0,0.0,8.0,18.0,12.0,2.0,1.0,0.0,0.0,0.0,3.0,1,1,1,1,0,1,0,0,1.0,0.0,0,0,0,0,1,1.0,2.0,0.0,3.0,3.0,,,,
95,0,1,1,0,0,1,1.0,14.0,23.0,12.0,2.0,1.0,0.0,0.0,0.0,2.0,1,1,1,1,0,1,0,0,1.0,0.0,0,0,0,0,1,1.0,2.0,0.0,3.0,3.0,,,,
96,0,1,0,1,1,0,0.0,1.0,5.0,2.0,1.0,2.0,0.0,0.0,0.0,6.0,1,1,1,1,0,1,0,0,1.0,0.0,0,0,0,0,1,2.0,1.0,1.0,3.0,3.0,,,,
97,0,1,0,1,0,1,254.0,1848.0,1656.0,436.0,107.0,19.0,7.0,13.0,1.0,124.0,1,1,1,1,0,1,0,0,1.0,0.0,0,0,0,0,1,1.0,0.0,0.0,3.0,3.0,,,,
98,0,1,0,0,1,1,270.0,1800.0,1679.0,421.0,109.0,21.0,16.0,8.0,13.0,65.0,1,1,1,1,0,1,0,0,1.0,0.0,0,0,0,0,1,1.0,0.0,0.0,3.0,3.0,,,,
99,0,0,1,1,1,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,1,0,0,1.0,0.0,0,0,0,0,1,2.0,3.0,1.0,3.0,3.0,,,,
100,0,0,1,1,0,1,1.0,9.0,15.0,10.0,1.0,0.0,0.0,0.0,0.0,3.0,1,1,1,1,0,1,0,0,1.0,0.0,0,0,0,0,1,1.0,2.0,0.0,3.0,3.0,,,,
101,0,0,1,0,1,1,0.0,6.0,12.0,8.0,3.0,0.0,2.0,0.0,0.0,0.0,1,1,1,1,0,1,0,0,1.0,0.0,0,0,0,0,1,1.0,2.0,0.0,3.0,3.0,,,,
102,0,0,0,1,1,1,0.0,3.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1,1,1,0,1,0,0,1.0,0.0,0,0,0,0,1,2.0,1.0,1.0,3.0,3.0,,,,
103,1,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,1,0,0,1.0,0.0,0,0,0,0,1,4.0,1.0,2.0,2.0,4.0,,,,
104,1,0,1,0,0,0,673.0,2880.0,1826.0,394.0,77.0,15.0,5.0,13.0,2.0,129.0,1,1,1,1,0,1,0,0,1.0,0.0,0,0,0,0,1,1.0,0.0,0.0,2.0,4.0,,,,
105,1,0,0,1,0,0,1.0,20.0,49.0,38.0,16.0,2.0,4.0,0.0,0.0,19.0,1,1,1,1,0,1,0,0,1.0,0.0,0,0,0,0,1,3.0,0.0,0.0,2.0,4.0,,,,
106,1,0,0,0,1,0,1.0,8.0,48.0,30.0,17.0,3.0,3.0,6.0,0.0,7.0,1,1,1,1,0,1,0,0,1.0,0.0,0,0,0,0,1,3.0,0.0,0.0,2.0,4.0,,,,
107,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,1,0,0,1.0,0.0,0,0,0,0,1,4.0,1.0,2.0,2.0,4.0,,,,
108,0,1,1,0,0,0,1.0,22.0,59.0,27.0,2.0,0.0,0.0,0.0,0.0,1.0,1,1,1,1,0,1,0,0,1.0,0.0,0,0,0,0,1,2.0,1.0,0.0,2.0,4.0,,,,
109,0,1,0,1,0,0,0.0,10.0,15.0,7.0,6.0,4.0,0.0,0.0,0.0,4.0,1,1,1,1,0,1,0,0,1.0,0.0,0,0,0,0,1,3.0,0.0,1.0,2.0,4.0,,,,
110,0,1,0,0,1,0,0.0,3.0,17.0,8.0,5.0,1.0,1.0,0.0,0.0,2.0,1,1,1,1,0,1,0,0,1.0,0.0,0,0,0,0,1,3.0,0.0,1.0,2.0,4.0,,,,
111,0,1,0,0,0,1,3.0,6.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,1,1,1,1,0,1,0,0,1.0,0.0,0,0,0,0,1,3.0,0.0,2.0,2.0,4.0,,,,
112,0,0,1,1,0,0,2.0,5.0,9.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1,1,1,1,0,1,0,0,1.0,0.0,0,0,0,0,1,2.0,1.0,1.0,2.0,4.0,,,,
113,0,0,1,0,1,0,0.0,4.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,1,0,0,1.0,0.0,0,0,0,0,1,2.0,1.0,1.0,2.0,4.0,,,,
114,0,0,1,0,0,1,1.0,18.0,58.0,23.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,1,0,1,0,0,1.0,0.0,0,0,0,0,1,2.0,1.0,0.0,2.0,4.0,,,,
115,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,1,0,0,1.0,0.0,0,0,0,0,1,4.0,1.0,3.0,2.0,4.0,,,,
116,0,0,0,1,0,1,0.0,8.0,19.0,13.0,6.0,2.0,1.0,0.0,0.0,11.0,1,1,1,1,0,1,0,0,1.0,0.0,0,0,0,0,1,3.0,0.0,1.0,2.0,4.0,,,,
117,0,0,0,0,1,1,0.0,8.0,14.0,8.0,3.0,1.0,1.0,0.0,0.0,0.0,1,1,1,1,0,1,0,0,1.0,0.0,0,0,0,0,1,3.0,0.0,1.0,2.0,4.0,,,,
118,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,1,0,0,1.0,0.0,0,0,0,0,1,5.0,0.0,3.0,1.0,5.0,,,,
119,0,1,0,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,1,0,0,1.0,0.0,0,0,0,0,1,5.0,0.0,3.0,1.0,5.0,,,,
120,0,0,1,0,0,0,4.0,35.0,70.0,34.0,3.0,1.0,0.0,0.0,0.0,0.0,1,1,1,1,0,1,0,0,1.0,0.0,0,0,0,0,1,3.0,0.0,1.0,1.0,5.0,,,,
121,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,1,0,0,1.0,0.0,0,0,0,0,1,5.0,0.0,3.0,1.0,5.0,,,,
122,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,1,0,0,1.0,0.0,0,0,0,0,1,5.0,0.0,3.0,1.0,5.0,,,,
